asmt,fee_parcel,address,county,year,tra,roll_cat,verified_score,confidence,v_total_due,v_total_paid,v_total_balance,v_inst1_status,v_inst2_status,v_delinquent,verified_url,verified_at
017-100-005-000,017-100-005-000,,shasta,2025,61006,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/017100005000/2025/0000,2026-07-01T07:06:47.931902
017-100-007-000,017-100-007-000,,shasta,2025,61006,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/017100007000/2025/0000,2026-07-01T07:06:48.574728
017-100-008-000,017-100-008-000,,shasta,2025,61006,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/017100008000/2025/0000,2026-07-01T07:06:49.297117
017-100-011-000,017-100-011-000,,shasta,2025,61006,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/017100011000/2025/0000,2026-07-01T07:06:50.674643
017-100-012-000,017-100-012-000,,shasta,2025,61006,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/017100012000/2025/0000,2026-07-01T07:06:51.326843
017-100-013-000,017-100-013-000,,shasta,2025,61006,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/017100013000/2025/0000,2026-07-01T07:06:51.954312
017-100-014-000,017-100-014-000,,shasta,2025,61006,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/017100014000/2025/0000,2026-07-01T07:06:52.591955
017-100-015-000,017-100-015-000,,shasta,2025,61006,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/017100015000/2025/0000,2026-07-01T07:06:53.288439
017-250-005-000,017-250-005-000,,shasta,2025,61000,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/017250005000/2025/0000,2026-07-01T07:07:00.397939
017-300-001-000,017-300-001-000,,shasta,2025,82025,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/017300001000/2025/0000,2026-07-01T07:07:01.098119
017-350-003-000,017-350-003-000,,shasta,2025,61000,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/017350003000/2025/0000,2026-07-01T07:07:03.053165
017-400-002-000,017-400-002-000,,shasta,2025,82025,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/017400002000/2025/0000,2026-07-01T07:07:04.428374
017-450-001-000,017-450-001-000,,shasta,2025,82025,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/017450001000/2025/0000,2026-07-01T07:07:05.044506
017-450-004-000,017-450-004-000,,shasta,2025,82025,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/017450004000/2025/0000,2026-07-01T07:07:06.937971
017-500-003-000,017-500-003-000,,shasta,2025,61000,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/017500003000/2025/0000,2026-07-01T07:07:08.235585
860-001-549-000,017-500-003-000,,shasta,2025,61000,CU,HOT,0.85,$35.00,$35.00,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/860001549000/2025/0000,2026-07-01T07:07:08.912644
018-050-008-000,018-050-008-000,,shasta,2025,77006,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018050008000/2025/0000,2026-07-01T07:07:17.267691
910-806-132-000,018-050-012-000,,shasta,2025,77006,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/910806132000/2025/0000,2026-07-01T07:07:20.506681
830-015-637-000,018-100-003-000,44981 E HIGHWAY 299,shasta,2025,77006,CU,HOT,0.85,$30.71,$30.71,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830015637000/2025/0000,2026-07-01T07:07:23.798688
990-183-024-000,018-100-004-000,44991 HWY 299 E,shasta,2025,77006,SS,HOT,0.95,"$2,518.36",$0.00,"$2,518.36",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/990183024000/2025/0000,2026-07-01T07:07:25.148387
018-100-019-000,018-100-019-000,- HWY 299 E,shasta,2025,77006,CS,HOT,0.85,$172.68,$0.00,$172.68,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018100019000/2025/0000,2026-07-01T07:07:34.138598
830-013-466-000,018-100-028-000,,shasta,2025,77006,CU,HOT,0.85,$62.64,$62.64,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830013466000/2025/0000,2026-07-01T07:07:45.981417
018-100-029-000,018-100-029-000,,shasta,2025,77006,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018100029000/2025/0000,2026-07-01T07:07:46.626616
018-100-031-000,018-100-031-000,,shasta,2025,77006,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018100031000/2025/0000,2026-07-01T07:07:47.876248
018-100-034-000,018-100-034-000,,shasta,2025,77006,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018100034000/2025/0000,2026-07-01T07:07:49.205604
018-100-035-000,018-100-035-000,,shasta,2025,77006,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018100035000/2025/0000,2026-07-01T07:07:49.883277
991-180-786-000,018-150-004-000,43832 HIGHWAY 299,shasta,2025,77012,SS,HOT,0.85,($69.99),($69.99),$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/991180786000/2025/0000,2026-07-01T07:07:55.345779
018-200-006-000,018-200-006-000,43579 HIGHWAY 299,shasta,2025,77012,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018200006000/2025/0000,2026-07-01T07:08:02.788724
018-200-014-000,018-200-014-000,43514 HIGHWAY 299  E,shasta,2025,77012,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018200014000/2025/0000,2026-07-01T07:08:03.453301
018-200-021-000,018-200-021-000,,shasta,2025,77065,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018200021000/2025/0000,2026-07-01T07:08:04.791767
800-003-413-000,018-200-023-000,43597 E HIGHWAY 299,shasta,2025,77012,CU,HOT,0.85,$79.45,$79.45,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800003413000/2025/0000,2026-07-01T07:08:06.164462
830-001-377-000,018-200-023-000,,shasta,2025,77012,CU,HOT,0.85,$24.68,$24.68,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830001377000/2025/0000,2026-07-01T07:08:07.126268
018-200-029-000,018-200-029-000,,shasta,2025,77033,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018200029000/2025/0000,2026-07-01T07:08:09.962096
018-200-032-000,018-200-032-000,,shasta,2025,77065,CS,HOT,0.85,$319.30,$0.00,$319.30,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018200032000/2025/0000,2026-07-01T07:08:10.666031
018-200-034-000,018-200-034-000,43524 HIGHWAY 299  E,shasta,2025,77012,CS,HOT,0.95,$989.94,$0.00,$989.94,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018200034000/2025/0000,2026-07-01T07:08:11.362285
018-200-038-000,018-200-038-000,,shasta,2025,77012,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018200038000/2025/0000,2026-07-01T07:08:12.714929
018-200-040-000,018-200-040-000,,shasta,2025,77004,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018200040000/2025/0000,2026-07-01T07:08:14.084955
018-200-044-000,018-200-044-000,,shasta,2025,77012,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018200044000/2025/0000,2026-07-01T07:08:15.431066
018-200-047-000,018-200-047-000,,shasta,2025,77012,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018200047000/2025/0000,2026-07-01T07:08:16.089516
018-200-048-000,018-200-048-000,43563 HIGHWAY 299  E,shasta,2025,77012,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018200048000/2025/0000,2026-07-01T07:08:16.753102
810-000-189-000,018-200-048-000,43563 E HIGHWAY 299,shasta,2025,77012,CU,HOT,0.85,"$1,087.98","$1,087.98",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/810000189000/2025/0000,2026-07-01T07:08:17.440901
810-000-334-000,018-200-048-000,,shasta,2025,77012,CU,HOT,0.85,"$1,987.88","$1,987.88",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/810000334000/2025/0000,2026-07-01T07:08:18.097594
810-000-957-000,018-200-048-000,,shasta,2025,77012,CU,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/810000957000/2025/0000,2026-07-01T07:08:18.760965
018-250-007-000,018-250-007-000,,shasta,2025,77016,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018250007000/2025/0000,2026-07-01T07:08:22.800066
830-016-532-000,018-300-001-000,24765 CASSEL FALL RIVER RD,shasta,2025,77064,CU,HOT,0.85,$53.96,$53.96,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830016532000/2025/0000,2026-07-01T07:08:24.146290
018-350-004-000,018-350-004-000,,shasta,2025,77001,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018350004000/2025/0000,2026-07-01T07:08:25.662843
018-350-005-000,018-350-005-000,,shasta,2025,77001,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018350005000/2025/0000,2026-07-01T07:08:26.309055
860-000-701-000,018-350-005-000,,shasta,2025,77001,CU,HOT,0.85,$123.99,$123.99,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/860000701000/2025/0000,2026-07-01T07:08:27.011423
860-000-701-001,018-350-005-000,,shasta,2025,77001,CU,HOT,0.85,($123.99),$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/860000701001/2025/0000,2026-07-01T07:08:27.636152
860-000-701-100,018-350-005-000,,shasta,2025,77001,CU,HOT,0.85,$93.88,$93.88,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/860000701100/2025/0000,2026-07-01T07:08:28.273860
860-001-361-000,018-350-005-000,,shasta,2025,77001,CU,HOT,0.85,$200.40,$200.40,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/860001361000/2025/0000,2026-07-01T07:08:28.924902
018-400-002-000,018-400-002-000,,shasta,2025,77001,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018400002000/2025/0000,2026-07-01T07:08:34.124979
018-400-003-000,018-400-003-000,,shasta,2025,77004,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018400003000/2025/0000,2026-07-01T07:08:34.796532
860-001-713-000,018-400-003-000,,shasta,2025,77004,CU,HOT,0.85,$72.17,$72.17,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/860001713000/2025/0000,2026-07-01T07:08:35.445589
018-400-005-000,018-400-005-000,,shasta,2025,77004,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018400005000/2025/0000,2026-07-01T07:08:36.793450
018-400-007-000,018-400-007-000,,shasta,2025,77004,CS,HOT,0.85,$54.80,$0.00,$54.80,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018400007000/2025/0000,2026-07-01T07:08:37.434903
018-400-008-000,018-400-008-000,,shasta,2025,77004,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018400008000/2025/0000,2026-07-01T07:08:38.116083
018-400-009-000,018-400-009-000,,shasta,2025,77004,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018400009000/2025/0000,2026-07-01T07:08:38.751324
018-400-010-000,018-400-010-000,,shasta,2025,77004,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018400010000/2025/0000,2026-07-01T07:08:39.485245
018-400-011-000,018-400-011-000,,shasta,2025,77001,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018400011000/2025/0000,2026-07-01T07:08:40.161504
018-400-012-000,018-400-012-000,,shasta,2025,77004,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018400012000/2025/0000,2026-07-01T07:08:40.841473
018-400-016-000,018-400-016-000,,shasta,2025,77004,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018400016000/2025/0000,2026-07-01T07:08:41.560171
830-020-587-000,018-450-010-000,28160 CABLE RD,shasta,2025,77006,CU,HOT,0.85,$224.07,$224.07,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830020587000/2025/0000,2026-07-01T07:08:48.642647
018-450-020-000,018-450-020-000,,shasta,2025,77066,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018450020000/2025/0000,2026-07-01T07:08:54.638687
018-500-015-000,018-500-015-000,,shasta,2025,77004,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018500015000/2025/0000,2026-07-01T07:09:01.360810
018-500-016-000,018-500-016-000,,shasta,2025,77004,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018500016000/2025/0000,2026-07-01T07:09:02.018947
018-500-018-000,018-500-018-000,,shasta,2025,77065,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018500018000/2025/0000,2026-07-01T07:09:03.348776
018-500-019-000,018-500-019-000,,shasta,2025,77004,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018500019000/2025/0000,2026-07-01T07:09:04.054463
018-500-021-000,018-500-021-000,,shasta,2025,77004,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018500021000/2025/0000,2026-07-01T07:09:04.720807
018-550-001-000,018-550-001-000,,shasta,2025,77016,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018550001000/2025/0000,2026-07-01T07:09:05.385948
018-550-004-000,018-550-004-000,,shasta,2025,77001,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018550004000/2025/0000,2026-07-01T07:09:06.172641
018-550-006-000,018-550-006-000,,shasta,2025,77001,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018550006000/2025/0000,2026-07-01T07:09:06.862092
018-550-010-000,018-550-010-000,,shasta,2025,77001,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018550010000/2025/0000,2026-07-01T07:09:08.890520
018-550-016-000,018-550-016-000,,shasta,2025,77002,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018550016000/2025/0000,2026-07-01T07:09:09.559051
018-550-017-000,018-550-017-000,,shasta,2025,77001,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018550017000/2025/0000,2026-07-01T07:09:10.251745
018-550-018-000,018-550-018-000,,shasta,2025,77002,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018550018000/2025/0000,2026-07-01T07:09:11.001424
991-181-766-000,018-600-026-000,44689 DEE KNOCH RD,shasta,2025,77004,SS,HOT,0.85,($3.71),($3.71),$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/991181766000/2025/0000,2026-07-01T07:09:20.207637
830-021-843-000,018-600-027-000,44661 DEE KNOCH RD,shasta,2025,77004,CU,HOT,0.85,$219.43,$219.43,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830021843000/2025/0000,2026-07-01T07:09:21.641299
018-600-041-000,018-600-041-000,44725 DEE KNOCH RD,shasta,2025,77004,CS,HOT,0.95,"$16,000.82",$0.00,"$16,000.82",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018600041000/2025/0000,2026-07-01T07:09:25.196231
018-600-045-000,018-600-045-000,,shasta,2025,77006,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018600045000/2025/0000,2026-07-01T07:09:26.644815
018-600-050-000,018-600-050-000,25695 YALE LN,shasta,2025,77004,CS,HOT,0.95,"$3,858.60",$0.00,"$3,858.60",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018600050000/2025/0000,2026-07-01T07:09:30.066651
990-183-722-000,018-600-050-000,25695 YALE LN,shasta,2025,77004,SS,HOT,0.85,($365.45),($365.45),$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/990183722000/2025/0000,2026-07-01T07:09:30.803142
830-013-355-000,018-650-004-000,23830 CASSEL FALL RIVER RD,shasta,2025,77001,CU,HOT,0.85,$35.57,$35.57,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830013355000/2025/0000,2026-07-01T07:09:36.101143
830-021-551-000,018-650-010-000,23982 CASSEL FALL RIVER RD,shasta,2025,77001,CU,HOT,0.85,$81.83,$81.83,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830021551000/2025/0000,2026-07-01T07:09:41.344432
018-650-023-000,018-650-023-000,,shasta,2025,77001,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018650023000/2025/0000,2026-07-01T07:09:49.138361
830-008-137-000,018-650-024-000,43139 SHOSHONI LOOP,shasta,2025,77001,CU,HOT,0.85,$60.00,$60.00,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830008137000/2025/0000,2026-07-01T07:09:50.921382
830-022-946-000,018-650-029-000,43303 SHOSHONI LOOP,shasta,2025,77001,CU,HOT,0.85,$360.05,$360.05,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830022946000/2025/0000,2026-07-01T07:09:56.577503
018-650-035-000,018-650-035-000,,shasta,2025,77001,CS,HOT,0.95,$520.88,$0.00,$520.88,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018650035000/2025/0000,2026-07-01T07:10:03.276514
018-700-004-000,018-700-004-000,,shasta,2025,77014,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018700004000/2025/0000,2026-07-01T07:10:25.275385
018-700-005-000,018-700-005-000,,shasta,2025,77014,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018700005000/2025/0000,2026-07-01T07:10:26.044776
018-700-008-000,018-700-008-000,,shasta,2025,77001,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018700008000/2025/0000,2026-07-01T07:10:27.652395
830-021-227-000,018-700-011-000,42740 UTE CT,shasta,2025,77001,CU,HOT,0.85,$97.35,$97.35,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830021227000/2025/0000,2026-07-01T07:10:30.089420
018-700-015-000,018-700-015-000,,shasta,2025,77001,CS,HOT,0.85,$132.76,$0.00,$132.76,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018700015000/2025/0000,2026-07-01T07:10:34.637676
018-700-018-000,018-700-018-000,24300 BARRETT LN,shasta,2025,77001,CS,HOT,0.95,"$1,560.50",$0.00,"$1,560.50",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018700018000/2025/0000,2026-07-01T07:10:37.488744
910-807-013-000,018-700-018-000,24300 BARRETT LN,shasta,2025,77001,DU,HOT,0.95,$782.84,$0.00,$782.84,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/910807013000/2025/0000,2026-07-01T07:10:38.355269
018-700-019-000,018-700-019-000,,shasta,2025,77001,CS,HOT,0.95,"$1,464.42",$0.00,"$1,464.42",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018700019000/2025/0000,2026-07-01T07:10:39.142933
018-700-021-000,018-700-021-000,,shasta,2025,77014,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018700021000/2025/0000,2026-07-01T07:10:41.641367
018-700-022-000,018-700-022-000,,shasta,2025,77001,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/018700022000/2025/0000,2026-07-01T07:10:42.496101
019-050-004-000,019-050-004-000,,shasta,2025,82025,CS,HOT,0.85,$50.88,$0.00,$50.88,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/019050004000/2025/0000,2026-07-01T07:10:45.095585
019-050-006-000,019-050-006-000,,shasta,2025,82025,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/019050006000/2025/0000,2026-07-01T07:10:45.847677
019-100-004-000,019-100-004-000,,shasta,2025,82025,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/019100004000/2025/0000,2026-07-01T07:10:47.780463
019-100-005-000,019-100-005-000,,shasta,2025,82025,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/019100005000/2025/0000,2026-07-01T07:10:48.623928
019-150-001-000,019-150-001-000,,shasta,2025,82025,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/019150001000/2025/0000,2026-07-01T07:10:49.747877
019-150-002-000,019-150-002-000,,shasta,2025,82025,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/019150002000/2025/0000,2026-07-01T07:10:50.854816
019-250-002-000,019-250-002-000,,shasta,2025,82103,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/019250002000/2025/0000,2026-07-01T07:10:54.899208
019-300-001-000,019-300-001-000,,shasta,2025,82103,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/019300001000/2025/0000,2026-07-01T07:10:58.610940
019-300-004-000,019-300-004-000,,shasta,2025,82103,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/019300004000/2025/0000,2026-07-01T07:10:59.611963
019-300-007-000,019-300-007-000,,shasta,2025,82103,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/019300007000/2025/0000,2026-07-01T07:11:00.854080
019-300-008-000,019-300-008-000,,shasta,2025,82103,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/019300008000/2025/0000,2026-07-01T07:11:03.138428
860-001-726-000,019-300-008-000,,shasta,2025,82103,CU,HOT,0.85,$52.03,$52.03,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/860001726000/2025/0000,2026-07-01T07:11:03.905181
019-300-013-000,019-300-013-000,,shasta,2025,82103,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/019300013000/2025/0000,2026-07-01T07:11:04.947286
019-350-002-000,019-350-002-000,,shasta,2025,82025,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/019350002000/2025/0000,2026-07-01T07:11:07.445107
019-350-003-000,019-350-003-000,,shasta,2025,82025,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/019350003000/2025/0000,2026-07-01T07:11:08.167974
