asmt,fee_parcel,address,county,year,tra,roll_cat,verified_score,confidence,v_total_due,v_total_paid,v_total_balance,v_inst1_status,v_inst2_status,v_delinquent,verified_url,verified_at
800-002-905-000,102-100-024-000,2301 ATHENS AVE,shasta,2025,1000,CU,HOT,0.85,$526.14,$526.14,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800002905000/2025/0000,2026-07-01T17:47:07.428889
800-012-200-000,102-100-025-000,491 SOUTH ST,shasta,2025,1000,CU,HOT,0.85,$33.58,$33.58,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800012200000/2025/0000,2026-07-01T17:47:08.807888
800-007-190-000,102-100-028-000,405 SOUTH ST #STE B,shasta,2025,1000,CU,HOT,0.85,$263.11,$263.11,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800007190000/2025/0000,2026-07-01T17:47:11.568921
800-010-021-000,102-100-028-000,405 SOUTH ST #C,shasta,2025,1000,CU,HOT,0.85,$117.71,$117.71,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800010021000/2025/0000,2026-07-01T17:47:12.291555
800-011-522-000,102-100-028-000,405 SOUTH ST #F,shasta,2025,1000,CU,HOT,0.85,"$8,794.63","$8,794.63",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800011522000/2025/0000,2026-07-01T17:47:13.004357
800-012-657-000,102-100-028-000,405 SOUTH ST #A,shasta,2025,1000,CU,HOT,0.85,$245.67,$245.67,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800012657000/2025/0000,2026-07-01T17:47:13.709559
800-013-966-000,102-100-028-000,1040 LOCUST ST,shasta,2025,1000,CU,HOT,0.85,$150.66,$150.66,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800013966000/2025/0000,2026-07-01T17:47:14.414687
800-012-288-000,102-100-029-000,331 SOUTH ST #86,shasta,2025,1000,CU,HOT,0.85,$120.01,$120.01,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800012288000/2025/0000,2026-07-01T17:47:15.871935
800-013-250-000,102-100-029-000,331 SOUTH ST #81,shasta,2025,1000,CU,HOT,0.85,$41.51,$41.51,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800013250000/2025/0000,2026-07-01T17:47:16.578969
800-013-317-000,102-100-029-000,347 SOUTH ST #14,shasta,2025,1000,CU,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800013317000/2025/0000,2026-07-01T17:47:17.268633
800-013-560-000,102-100-029-000,347 SOUTH ST #14,shasta,2025,1000,CU,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800013560000/2025/0000,2026-07-01T17:47:17.946154
102-100-032-000,102-100-032-000,2326 WASHINGTON AVE,shasta,2025,1000,CS,HOT,0.95,"$1,542.26",$0.00,"$1,542.26",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/102100032000/2025/0000,2026-07-01T17:47:21.251358
830-010-528-000,102-100-032-000,13529 SHASTA ST,shasta,2025,1000,CU,HOT,0.85,$92.91,$92.91,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830010528000/2025/0000,2026-07-01T17:47:22.038526
830-022-978-000,102-100-032-000,13529 SHASTA ST,shasta,2025,1000,CU,HOT,0.85,$127.46,$127.46,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830022978000/2025/0000,2026-07-01T17:47:22.852504
830-022-983-000,102-100-032-000,13529 SHASTA ST,shasta,2025,1000,CU,HOT,0.85,$69.33,$69.33,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830022983000/2025/0000,2026-07-01T17:47:23.583096
800-008-308-000,102-100-033-000,2334 WASHINGTON AVE #STE A,shasta,2025,1000,CU,HOT,0.85,$374.24,$374.24,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800008308000/2025/0000,2026-07-01T17:47:24.929659
800-002-703-000,102-100-044-000,1909 PINE ST,shasta,2025,1000,CU,HOT,0.85,$99.03,$99.03,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800002703000/2025/0000,2026-07-01T17:47:29.453354
800-010-340-000,102-100-044-000,2325 ATHENS AVE,shasta,2025,1000,CU,HOT,0.85,$581.65,$581.65,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800010340000/2025/0000,2026-07-01T17:47:30.267388
800-000-380-000,102-100-046-000,2385 ATHENS AVE,shasta,2025,1000,CU,HOT,0.85,"$2,906.78","$2,906.78",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800000380000/2025/0000,2026-07-01T17:47:32.286596
800-001-847-000,102-100-046-000,2365 ATHENS AVE,shasta,2025,1000,CU,HOT,0.85,$494.95,$494.95,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800001847000/2025/0000,2026-07-01T17:47:33.534252
800-007-943-000,102-100-046-000,4607 CHURN CREEK RD,shasta,2025,1000,CU,HOT,0.85,$73.38,$73.38,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800007943000/2025/0000,2026-07-01T17:47:34.290359
800-008-094-000,102-100-046-000,2345 ATHENS AVE,shasta,2025,1000,CU,HOT,0.85,"$2,550.15","$2,550.15",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800008094000/2025/0000,2026-07-01T17:47:34.972166
800-014-219-000,102-100-046-000,2355 ATHENS AVE,shasta,2025,1000,CU,HOT,0.85,$707.00,$707.00,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800014219000/2025/0000,2026-07-01T17:47:35.620718
800-014-672-000,102-100-046-000,2371 ATHENS AVE,shasta,2025,1000,CU,HOT,0.85,"$2,177.56","$2,177.56",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800014672000/2025/0000,2026-07-01T17:47:36.283311
800-001-176-000,102-100-049-000,2300 ATHENS AVE,shasta,2025,1000,CU,HOT,0.85,$689.60,$689.60,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800001176000/2025/0000,2026-07-01T17:47:39.187993
800-009-718-000,102-100-049-000,2340 ATHENS AVE,shasta,2025,1000,CU,HOT,0.85,"$13,728.12","$13,728.12",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800009718000/2025/0000,2026-07-01T17:47:39.901898
800-009-718-100,102-100-049-000,2340 ATHENS AVE,shasta,2025,1000,CU,HOT,0.85,$117.43,$117.43,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800009718100/2025/0000,2026-07-01T17:47:40.581582
800-011-253-000,102-100-049-000,2350 ATHENS AVE,shasta,2025,1000,CU,HOT,0.85,"$9,416.15","$9,416.15",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800011253000/2025/0000,2026-07-01T17:47:41.241324
102-150-007-000,102-150-007-000,1988 PARK MARINA DR,shasta,2025,1000,CS,HOT,0.95,"$26,590.58","$13,278.29","$13,312.29",PAID,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/102150007000/2025/0000,2026-07-01T17:47:42.433165
800-001-784-000,102-150-007-000,1988 PARK MARINA DR,shasta,2025,1000,CU,HOT,0.85,"$1,033.08","$1,033.08",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800001784000/2025/0000,2026-07-01T17:47:43.156610
800-001-140-000,102-150-008-000,1890 PARK MARINA DR #105,shasta,2025,1000,CU,HOT,0.85,$295.08,$295.08,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800001140000/2025/0000,2026-07-01T17:47:44.509599
800-002-557-000,102-150-008-000,1876 PARK MARINA DR,shasta,2025,1000,CU,HOT,0.85,"$31,185.64","$31,185.64",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800002557000/2025/0000,2026-07-01T17:47:47.731127
800-003-623-000,102-150-008-000,1890 PARK MARINA DR #102,shasta,2025,1000,CU,HOT,0.85,$55.23,$55.23,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800003623000/2025/0000,2026-07-01T17:47:48.872156
800-004-121-000,102-150-008-000,1864 PARK MARINA DR,shasta,2025,1000,CU,HOT,0.85,$40.66,$40.66,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800004121000/2025/0000,2026-07-01T17:47:49.779617
800-004-285-000,102-150-008-000,1890 PARK MARINA DR #104,shasta,2025,1000,CU,HOT,0.85,$49.40,$49.40,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800004285000/2025/0000,2026-07-01T17:47:50.893013
800-006-093-000,102-150-008-000,1890 PARK MARINA DR #211,shasta,2025,1000,CU,HOT,0.85,$91.74,$91.74,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800006093000/2025/0000,2026-07-01T17:47:51.602097
800-006-093-001,102-150-008-000,1890 PARK MARINA DR #211,shasta,2025,1000,CU,HOT,0.85,($47.59),$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800006093001/2025/0000,2026-07-01T17:47:53.340053
800-006-478-000,102-150-008-000,1828 PARK MARINA DR,shasta,2025,1000,CU,HOT,0.85,$83.18,$83.18,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800006478000/2025/0000,2026-07-01T17:47:53.974756
800-010-843-000,102-150-008-000,1890 PARK MARINA DR #200,shasta,2025,1000,CU,HOT,0.85,$44.10,$44.10,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800010843000/2025/0000,2026-07-01T17:47:54.613383
800-011-193-000,102-150-008-000,1890 PARK MARINA DR #STE 202,shasta,2025,1000,CU,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800011193000/2025/0000,2026-07-01T17:47:55.312429
800-012-475-000,102-150-008-000,1890 PARK MARINA DR #212,shasta,2025,1000,CU,HOT,0.85,$63.06,$63.06,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800012475000/2025/0000,2026-07-01T17:47:55.930536
102-150-009-000,102-150-009-000,,shasta,2025,1000,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/102150009000/2025/0000,2026-07-01T17:47:57.958403
102-150-010-000,102-150-010-000,1801 PARK MARINA DR,shasta,2025,1000,CS,HOT,0.95,"$6,743.74",$0.00,"$6,743.74",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/102150010000/2025/0000,2026-07-01T17:47:58.597247
800-003-267-000,102-150-010-000,1801 PARK MARINA DR,shasta,2025,1000,CU,HOT,0.85,"$1,743.77","$1,743.77",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800003267000/2025/0000,2026-07-01T17:47:59.256555
800-010-207-000,102-150-010-000,1801 PARK MARINA DR,shasta,2025,1000,CU,HOT,0.85,$439.18,$439.18,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800010207000/2025/0000,2026-07-01T17:48:00.000172
102-150-011-000,102-150-011-000,1835 PARK MARINA DR,shasta,2025,1000,CS,HOT,0.95,"$9,318.58","$4,421.23","$4,897.35",PAID,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/102150011000/2025/0000,2026-07-01T17:48:00.714199
102-150-012-000,102-150-012-000,1883 PARK MARINA DR,shasta,2025,1000,CS,HOT,0.95,"$7,943.77","$3,766.56","$4,177.21",PAID,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/102150012000/2025/0000,2026-07-01T17:48:01.351082
800-001-802-000,102-150-012-000,2851 PARK MARINA DR #100,shasta,2025,1000,CU,HOT,0.85,$635.98,$635.98,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800001802000/2025/0000,2026-07-01T17:48:02.046364
102-150-013-000,102-150-013-000,2003 PARK MARINA DR,shasta,2025,1000,CS,HOT,0.95,"$2,022.97",$947.13,"$1,075.84",PAID,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/102150013000/2025/0000,2026-07-01T17:48:02.700123
830-010-278-000,102-250-010-000,920 LINCOLN ST,shasta,2025,1000,CU,HOT,0.85,$49.92,$49.92,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830010278000/2025/0000,2026-07-01T17:48:10.350341
102-250-021-000,102-250-021-000,2216 GARDEN AVE,shasta,2025,1000,CS,HOT,0.95,"$1,269.70",$0.00,"$1,269.70",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/102250021000/2025/0000,2026-07-01T17:48:19.650078
800-014-498-000,102-250-040-000,,shasta,2025,1000,CU,HOT,0.85,$252.34,$252.34,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800014498000/2025/0000,2026-07-01T17:48:38.708872
800-002-630-000,102-250-043-000,1010 LOCUST ST,shasta,2025,1000,CU,HOT,0.85,$37.52,$37.52,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800002630000/2025/0000,2026-07-01T17:48:43.702812
800-008-469-000,102-450-006-000,910 CYPRESS AVE,shasta,2025,1249,CU,HOT,0.85,"$3,277.91","$3,277.91",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800008469000/2025/0000,2026-07-01T17:48:48.273960
800-012-798-000,102-450-006-000,910 CYPRESS AVE #B,shasta,2025,1249,DU,HOT,0.85,$43.04,$43.04,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800012798000/2025/0000,2026-07-01T17:48:48.984353
800-014-635-000,102-450-007-000,924 CYPRESS AVE,shasta,2025,1249,CU,HOT,0.85,$211.94,$0.00,$211.94,LATE,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800014635000/2025/0000,2026-07-01T17:48:51.150928
990-182-438-000,102-450-007-000,928 CYPRESS AVE,shasta,2025,1249,SS,HOT,0.85,($977.95),($977.95),$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/990182438000/2025/0000,2026-07-01T17:48:52.170106
990-183-600-000,102-450-012-000,2163 GRAPE AVE,shasta,2025,1249,SU,HOT,0.85,($2.91),($2.91),$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/990183600000/2025/0000,2026-07-01T17:48:55.700005
990-183-600-001,102-450-012-000,2163 GRAPE AVE,shasta,2025,1249,SS,HOT,0.85,($9.13),($9.13),$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/990183600001/2025/0000,2026-07-01T17:48:56.583538
990-184-859-000,102-450-012-000,2163 GRAPE AVE,shasta,2025,1249,SS,HOT,0.95,$758.94,$0.00,$758.94,LATE,DUE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/990184859000/2025/0000,2026-07-01T17:48:57.609042
991-180-088-000,102-450-012-000,2163 GRAPE AVE,shasta,2025,1249,SU,HOT,0.85,$64.28,$64.28,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/991180088000/2025/0000,2026-07-01T17:48:58.456797
800-014-544-000,102-450-013-000,2153 GRAPE AVE,shasta,2025,1249,CU,HOT,0.85,$34.39,$34.39,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800014544000/2025/0000,2026-07-01T17:49:03.591669
102-450-014-000,102-450-014-000,,shasta,2025,1249,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/102450014000/2025/0000,2026-07-01T17:49:06.448504
102-450-022-000,102-450-022-000,2122 GRAPE ST,shasta,2025,1249,CS,HOT,0.95,"$2,254.54",$0.00,"$2,254.54",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/102450022000/2025/0000,2026-07-01T17:49:20.790268
102-450-028-000,102-450-028-000,853 LOCUST ST,shasta,2025,1249,CS,HOT,0.95,"$8,136.06",$0.00,"$8,136.06",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/102450028000/2025/0000,2026-07-01T17:49:27.425442
800-010-241-000,102-450-029-000,905 LOCUST ST,shasta,2025,1249,CU,HOT,0.85,$252.33,$252.33,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800010241000/2025/0000,2026-07-01T17:49:29.710825
102-450-035-000,102-450-035-000,2105 EAST ST,shasta,2025,1249,CS,HOT,0.95,"$4,543.89","$2,147.57","$2,396.32",PAID,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/102450035000/2025/0000,2026-07-01T17:49:46.548750
800-013-475-000,102-450-042-000,870 CYPRESS AVE #101,shasta,2025,1249,CU,HOT,0.85,$37.82,$37.82,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800013475000/2025/0000,2026-07-01T17:49:56.433119
800-012-486-000,102-450-053-000,890 CYPRESS AVE,shasta,2025,1249,DU,HOT,0.85,$119.95,$0.00,$119.95,LATE,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800012486000/2025/0000,2026-07-01T17:50:11.995185
800-014-203-000,102-450-053-000,890 CYPRESS AVE,shasta,2025,1249,CU,HOT,0.85,"$1,583.88","$1,583.88",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800014203000/2025/0000,2026-07-01T17:50:13.085754
800-014-203-001,102-450-053-000,890 CYPRESS AVE,shasta,2025,1249,CU,HOT,0.85,"($1,613.69)",$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800014203001/2025/0000,2026-07-01T17:50:14.081040
800-013-625-000,102-450-059-000,5090 CATERPILLAR RD,shasta,2025,1249,CU,HOT,0.85,$107.82,$107.82,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800013625000/2025/0000,2026-07-01T17:50:40.146839
830-001-301-000,102-650-003-000,2441 CALIFORNIA ST,shasta,2025,1249,CU,HOT,0.85,$32.41,$32.41,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830001301000/2025/0000,2026-07-01T17:50:44.309655
800-003-224-000,102-650-008-000,2650 S MARKET ST,shasta,2025,1249,CU,HOT,0.85,$102.67,$102.67,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800003224000/2025/0000,2026-07-01T17:50:48.195678
800-006-428-000,102-650-008-000,2630 S MARKET ST,shasta,2025,1249,CU,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800006428000/2025/0000,2026-07-01T17:50:49.017200
800-006-600-000,102-650-008-000,2660 S MARKET ST,shasta,2025,1249,CU,HOT,0.85,$504.69,$504.69,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800006600000/2025/0000,2026-07-01T17:50:50.175298
830-010-965-000,102-650-029-000,3782 THOMASON TRL,shasta,2025,1249,CU,HOT,0.85,$84.13,$84.13,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830010965000/2025/0000,2026-07-01T17:51:16.750117
830-010-965-001,102-650-029-000,3782 THOMASON TRL,shasta,2025,1249,CU,HOT,0.85,($84.13),$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830010965001/2025/0000,2026-07-01T17:51:17.745559
830-010-965-100,102-650-029-000,3782 THOMASON TRL,shasta,2025,1249,CU,HOT,0.85,$79.69,$0.00,$79.69,LATE,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830010965100/2025/0000,2026-07-01T17:51:19.008287
830-016-737-000,102-650-029-000,2433 WALDON ST,shasta,2025,1249,CU,HOT,0.85,$383.73,$383.73,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830016737000/2025/0000,2026-07-01T17:51:20.049159
910-803-412-000,102-650-039-000,2700 S MARKET ST #37,shasta,2025,1249,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/910803412000/2025/0000,2026-07-01T17:51:30.427316
910-806-564-000,102-650-039-000,2700 S MARKET ST #40,shasta,2025,1249,CS,HOT,0.85,$83.66,$0.00,$83.66,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/910806564000/2025/0000,2026-07-01T17:51:31.017580
800-005-387-000,102-650-051-000,2708 S MARKET ST #B,shasta,2025,1249,CU,HOT,0.85,$87.15,$87.15,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800005387000/2025/0000,2026-07-01T17:51:39.023245
800-010-442-000,102-650-051-000,2706 S MARKET ST #UNIT A,shasta,2025,1249,CU,HOT,0.85,"$3,323.58","$3,323.58",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800010442000/2025/0000,2026-07-01T17:51:39.875694
800-010-710-000,102-650-054-000,1410 ELMWOOD ST,shasta,2025,1249,CU,HOT,0.85,$373.72,$373.72,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800010710000/2025/0000,2026-07-01T17:51:43.597339
800-010-710-001,102-650-054-000,1410 ELMWOOD ST,shasta,2025,1249,CU,HOT,0.85,"$1,107.32","$1,107.32",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800010710001/2025/0000,2026-07-01T17:51:44.285912
103-050-001-001,103-050-001-000,1950 EUREKA WAY,shasta,2025,1000,CS,HOT,0.85,"$2,232.68","$2,232.68",$0.00,Delinquent,PAID,True,https://common2.mptsweb.com/MBC/shasta/tax/main/103050001001/2025/0000,2026-07-01T17:51:46.800341
800-005-519-000,103-050-001-000,1950 EUREKA WAY,shasta,2025,1000,DU,HOT,0.85,$349.60,$0.00,$349.60,LATE,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800005519000/2025/0000,2026-07-01T17:51:47.708869
800-008-152-000,103-050-008-000,2165 PINE ST,shasta,2025,1000,CU,HOT,0.85,$315.41,$315.41,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800008152000/2025/0000,2026-07-01T17:51:58.704261
800-009-375-000,103-050-008-000,2030 EUREKA WAY,shasta,2025,1000,CU,HOT,0.85,$150.66,$150.66,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800009375000/2025/0000,2026-07-01T17:52:01.013880
800-014-236-000,103-050-008-000,2056 EUREKA WAY #STE A,shasta,2025,1000,CU,HOT,0.85,"$1,269.48","$1,269.48",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800014236000/2025/0000,2026-07-01T17:52:02.260301
800-010-582-000,103-050-010-000,376 HARTNELL AVE #D,shasta,2025,1000,CU,HOT,0.85,$51.12,$51.12,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800010582000/2025/0000,2026-07-01T17:52:07.460289
103-050-031-000,103-050-031-000,,shasta,2025,1000,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/103050031000/2025/0000,2026-07-01T17:52:24.768232
990-185-425-000,103-050-042-000,984 WEST ST,shasta,2025,1000,SS,HOT,0.85,($696.21),($696.21),$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/990185425000/2025/0000,2026-07-01T17:52:34.196226
103-050-047-000,103-050-047-000,1975 TENTH ST,shasta,2025,1000,CS,HOT,0.95,"$5,609.52",$0.00,"$5,609.52",LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/103050047000/2025/0000,2026-07-01T17:52:36.916002
800-010-529-000,103-050-050-000,2124 EUREKA WAY,shasta,2025,1000,CU,HOT,0.85,$169.08,$0.00,$169.08,LATE,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800010529000/2025/0000,2026-07-01T17:52:38.574670
103-050-051-000,103-050-051-000,- EUREKA WAY,shasta,2025,1000,CS,HOT,0.85,$240.82,$0.00,$240.82,LATE,LATE,True,https://common2.mptsweb.com/MBC/shasta/tax/main/103050051000/2025/0000,2026-07-01T17:52:39.506399
103-050-052-000,103-050-052-000,,shasta,2025,1000,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/103050052000/2025/0000,2026-07-01T17:52:41.051998
800-006-299-000,103-050-052-500,2126 EUREKA WAY,shasta,2025,1000,CU,HOT,0.85,"$3,107.51","$3,107.51",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800006299000/2025/0000,2026-07-01T17:52:42.385509
800-002-275-000,103-050-052-520,2136 EUREKA WAY,shasta,2025,1000,CU,HOT,0.85,$742.80,$742.80,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800002275000/2025/0000,2026-07-01T17:52:44.357763
800-010-260-000,103-050-052-540,2132 EUREKA WAY,shasta,2025,1000,CU,HOT,0.85,"$1,061.04","$1,061.04",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800010260000/2025/0000,2026-07-01T17:52:47.866438
800-008-199-000,103-050-056-000,1970 EUREKA WAY,shasta,2025,1000,DU,HOT,0.85,"$1,687.44","$1,687.44",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800008199000/2025/0000,2026-07-01T17:52:49.247666
103-050-059-000,103-050-059-000,,shasta,2025,1000,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/103050059000/2025/0000,2026-07-01T17:52:50.274926
800-012-703-000,103-050-062-000,2110 EUREKA WAY,shasta,2025,1000,CU,HOT,0.85,$575.40,$575.40,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800012703000/2025/0000,2026-07-01T17:52:53.057314
800-012-704-000,103-050-062-000,2110 EUREKA WAY,shasta,2025,1000,CU,HOT,0.85,"$2,976.23","$2,976.23",$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800012704000/2025/0000,2026-07-01T17:52:53.788814
800-013-647-000,103-050-062-000,2110 EUREKA WAY #STE B,shasta,2025,1000,CU,HOT,0.85,$379.01,$379.01,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/800013647000/2025/0000,2026-07-01T17:52:54.536878
