asmt,asmt_raw,address,year,roll_year,tra,roll_cat,fee_parcel,detail_url,county,discovered_at
021-100-026-000,21100026000,30345 BAKER CREEK RD,2025,0,87001,CS,021-100-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100026000/2025/0000,shasta,2026-07-01T05:05:29.902928
021-100-027-000,21100027000,30387 BAKER CREEK RD,2025,0,87001,CS,021-100-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100027000/2025/0000,shasta,2026-07-01T05:05:29.902928
021-100-028-000,21100028000,,2025,0,87001,CS,021-100-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100028000/2025/0000,shasta,2026-07-01T05:05:29.902928
021-100-029-000,21100029000,,2025,0,87001,CS,021-100-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100029000/2025/0000,shasta,2026-07-01T05:05:29.902928
021-100-030-000,21100030000,,2025,0,87001,CS,021-100-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100030000/2025/0000,shasta,2026-07-01T05:05:29.902928
021-100-031-000,21100031000,,2025,0,87001,CS,021-100-031-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100031000/2025/0000,shasta,2026-07-01T05:05:29.902928
021-150-001-000,21150001000,,2025,0,82025,CS,021-150-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021150001000/2025/0000,shasta,2026-07-01T05:05:30.761416
021-150-002-000,21150002000,,2025,0,82025,CS,021-150-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021150002000/2025/0000,shasta,2026-07-01T05:05:30.761416
021-150-003-000,21150003000,,2025,0,82025,CS,021-150-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021150003000/2025/0000,shasta,2026-07-01T05:05:30.761416
021-150-004-000,21150004000,,2025,0,82025,CS,021-150-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021150004000/2025/0000,shasta,2026-07-01T05:05:30.761416
021-150-005-000,21150005000,,2025,0,82025,CS,021-150-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021150005000/2025/0000,shasta,2026-07-01T05:05:30.761416
021-150-006-000,21150006000,,2025,0,82025,CS,021-150-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021150006000/2025/0000,shasta,2026-07-01T05:05:30.761416
021-150-007-000,21150007000,,2025,0,82025,CS,021-150-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021150007000/2025/0000,shasta,2026-07-01T05:05:30.761416
021-200-001-000,21200001000,,2025,0,87001,CS,021-200-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200001000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-007-000,21200007000,,2025,0,87001,CS,021-200-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200007000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-008-000,21200008000,,2025,0,87001,CS,021-200-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200008000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-009-000,21200009000,,2025,0,87001,CS,021-200-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200009000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-010-000,21200010000,,2025,0,87001,CS,021-200-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200010000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-011-000,21200011000,,2025,0,87001,CS,021-200-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200011000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-012-000,21200012000,,2025,0,87001,CS,021-200-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200012000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-015-000,21200015000,,2025,0,87001,CS,021-200-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200015000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-016-000,21200016000,,2025,0,87001,CS,021-200-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200016000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-017-000,21200017000,,2025,0,87001,CS,021-200-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200017000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-018-000,21200018000,,2025,0,87001,CS,021-200-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200018000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-020-000,21200020000,,2025,0,87001,CS,021-200-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200020000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-021-000,21200021000,,2025,0,87001,CS,021-200-021-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200021000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-023-000,21200023000,,2025,0,87001,CS,021-200-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200023000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-026-000,21200026000,,2025,0,87001,CS,021-200-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200026000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-027-000,21200027000,,2025,0,87001,CS,021-200-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200027000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-045-000,21200045000,30100 PIT 5 RD,2025,0,87001,CS,021-200-045-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200045000/2025/0000,shasta,2026-07-01T05:05:31.650181
990-179-822-000,990179822000,30100 PIT 5 RD,2025,0,87001,SS,021-200-045-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990179822000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-069-000,21200069000,,2025,0,87001,CS,021-200-069-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200069000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-070-000,21200070000,,2025,0,87001,CS,021-200-070-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200070000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-071-000,21200071000,,2025,0,87000,CS,021-200-071-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200071000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-072-000,21200072000,,2025,0,87000,CS,021-200-072-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200072000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-073-000,21200073000,,2025,0,87001,CS,021-200-073-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200073000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-074-000,21200074000,,2025,0,87001,CS,021-200-074-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200074000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-075-000,21200075000,,2025,0,87001,CS,021-200-075-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200075000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-076-000,21200076000,,2025,0,87001,CS,021-200-076-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200076000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-077-000,21200077000,,2025,0,87001,CS,021-200-077-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200077000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-078-000,21200078000,,2025,0,87001,CS,021-200-078-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200078000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-079-000,21200079000,,2025,0,87000,CS,021-200-079-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200079000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-080-000,21200080000,,2025,0,87000,CS,021-200-080-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200080000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-081-000,21200081000,,2025,0,87001,CS,021-200-081-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200081000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-082-000,21200082000,,2025,0,87001,CS,021-200-082-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200082000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-083-000,21200083000,,2025,0,87001,CS,021-200-083-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200083000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-084-000,21200084000,,2025,0,87001,CS,021-200-084-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200084000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-085-000,21200085000,,2025,0,87001,CS,021-200-085-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200085000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-086-000,21200086000,,2025,0,87001,CS,021-200-086-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200086000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-091-000,21200091000,,2025,0,87001,CS,021-200-091-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200091000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-092-000,21200092000,,2025,0,87001,CS,021-200-092-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200092000/2025/0000,shasta,2026-07-01T05:05:31.650181
021-200-093-000,21200093000,,2025,0,87000,CS,021-200-093-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200093000/2025/0000,shasta,2026-07-01T05:05:31.651737
021-200-094-000,21200094000,- MUD SPRINGS RD,2025,0,87000,CS,021-200-094-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200094000/2025/0000,shasta,2026-07-01T05:05:31.651737
021-200-095-000,21200095000,- MUD SPRINGS RD,2025,0,87000,CS,021-200-095-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200095000/2025/0000,shasta,2026-07-01T05:05:31.651737
021-250-004-000,21250004000,,2025,0,106000,CS,021-250-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021250004000/2025/0000,shasta,2026-07-01T05:05:32.524675
021-250-005-000,21250005000,,2025,0,106000,CS,021-250-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021250005000/2025/0000,shasta,2026-07-01T05:05:32.524675
021-250-008-000,21250008000,,2025,0,106000,CS,021-250-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021250008000/2025/0000,shasta,2026-07-01T05:05:32.524675
021-250-010-000,21250010000,,2025,0,106000,CS,021-250-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021250010000/2025/0000,shasta,2026-07-01T05:05:32.524675
021-250-011-000,21250011000,,2025,0,106000,CS,021-250-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021250011000/2025/0000,shasta,2026-07-01T05:05:32.524675
021-250-021-000,21250021000,,2025,0,106003,CS,021-250-021-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021250021000/2025/0000,shasta,2026-07-01T05:05:32.524675
021-250-022-000,21250022000,,2025,0,106003,CS,021-250-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021250022000/2025/0000,shasta,2026-07-01T05:05:32.524675
021-250-029-000,21250029000,,2025,0,106003,CS,021-250-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021250029000/2025/0000,shasta,2026-07-01T05:05:32.524675
021-250-030-000,21250030000,,2025,0,106003,CS,021-250-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021250030000/2025/0000,shasta,2026-07-01T05:05:32.524675
022-100-001-000,22100001000,,2025,0,87000,CS,022-100-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022100001000/2025/0000,shasta,2026-07-01T05:05:47.162263
022-100-002-000,22100002000,,2025,0,87001,CS,022-100-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022100002000/2025/0000,shasta,2026-07-01T05:05:47.162263
022-100-003-000,22100003000,,2025,0,87001,CS,022-100-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022100003000/2025/0000,shasta,2026-07-01T05:05:47.162263
022-100-004-000,22100004000,,2025,0,87001,CS,022-100-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022100004000/2025/0000,shasta,2026-07-01T05:05:47.162263
022-100-005-000,22100005000,,2025,0,87001,CS,022-100-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022100005000/2025/0000,shasta,2026-07-01T05:05:47.162263
022-100-006-000,22100006000,,2025,0,87001,CS,022-100-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022100006000/2025/0000,shasta,2026-07-01T05:05:47.162263
022-100-007-000,22100007000,,2025,0,87001,CS,022-100-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022100007000/2025/0000,shasta,2026-07-01T05:05:47.162263
022-100-008-000,22100008000,,2025,0,87001,CS,022-100-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022100008000/2025/0000,shasta,2026-07-01T05:05:47.162263
022-100-009-000,22100009000,,2025,0,87001,CS,022-100-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022100009000/2025/0000,shasta,2026-07-01T05:05:47.162263
022-100-010-000,22100010000,,2025,0,87001,CS,022-100-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022100010000/2025/0000,shasta,2026-07-01T05:05:47.162263
022-100-011-000,22100011000,,2025,0,87001,CS,022-100-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022100011000/2025/0000,shasta,2026-07-01T05:05:47.162263
022-100-012-000,22100012000,,2025,0,87001,CS,022-100-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022100012000/2025/0000,shasta,2026-07-01T05:05:47.162263
022-100-013-000,22100013000,,2025,0,87001,CS,022-100-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022100013000/2025/0000,shasta,2026-07-01T05:05:47.162263
022-150-001-000,22150001000,,2025,0,77011,CS,022-150-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022150001000/2025/0000,shasta,2026-07-01T05:05:48.010500
022-150-002-000,22150002000,,2025,0,77023,CS,022-150-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022150002000/2025/0000,shasta,2026-07-01T05:05:48.010500
022-150-003-000,22150003000,,2025,0,77011,CS,022-150-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022150003000/2025/0000,shasta,2026-07-01T05:05:48.010500
022-200-001-000,22200001000,,2025,0,77023,CS,022-200-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200001000/2025/0000,shasta,2026-07-01T05:05:48.882741
022-200-002-000,22200002000,,2025,0,77023,CS,022-200-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200002000/2025/0000,shasta,2026-07-01T05:05:48.883840
022-200-003-000,22200003000,,2025,0,77023,CS,022-200-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200003000/2025/0000,shasta,2026-07-01T05:05:48.883840
022-200-005-000,22200005000,,2025,0,77023,CS,022-200-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200005000/2025/0000,shasta,2026-07-01T05:05:48.883840
022-200-006-000,22200006000,- BIRD FLAT RD,2025,0,77023,CS,022-200-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200006000/2025/0000,shasta,2026-07-01T05:05:48.883840
022-200-008-000,22200008000,,2025,0,77011,CS,022-200-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200008000/2025/0000,shasta,2026-07-01T05:05:48.883840
022-200-010-000,22200010000,,2025,0,77023,CS,022-200-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200010000/2025/0000,shasta,2026-07-01T05:05:48.883840
022-200-011-000,22200011000,,2025,0,77011,CS,022-200-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200011000/2025/0000,shasta,2026-07-01T05:05:48.883840
022-200-012-000,22200012000,,2025,0,77029,CS,022-200-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200012000/2025/0000,shasta,2026-07-01T05:05:48.883840
022-200-013-000,22200013000,,2025,0,77029,CS,022-200-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200013000/2025/0000,shasta,2026-07-01T05:05:48.883840
022-200-014-000,22200014000,,2025,0,77026,CS,022-200-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200014000/2025/0000,shasta,2026-07-01T05:05:48.883840
022-200-015-000,22200015000,,2025,0,77029,CS,022-200-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200015000/2025/0000,shasta,2026-07-01T05:05:48.883840
022-200-016-000,22200016000,,2025,0,77029,CS,022-200-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200016000/2025/0000,shasta,2026-07-01T05:05:48.883840
022-200-017-000,22200017000,36994 SUMMIT LAKE RD,2025,0,77023,CS,022-200-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200017000/2025/0000,shasta,2026-07-01T05:05:48.883840
022-200-018-000,22200018000,,2025,0,77023,CS,022-200-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200018000/2025/0000,shasta,2026-07-01T05:05:48.883840
022-200-019-000,22200019000,,2025,0,77023,CS,022-200-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022200019000/2025/0000,shasta,2026-07-01T05:05:48.883840
022-250-001-000,22250001000,,2025,0,77009,CS,022-250-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022250001000/2025/0000,shasta,2026-07-01T05:05:49.760693
022-250-002-000,22250002000,,2025,0,77021,CS,022-250-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022250002000/2025/0000,shasta,2026-07-01T05:05:49.760693
022-250-003-000,22250003000,,2025,0,77021,CS,022-250-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022250003000/2025/0000,shasta,2026-07-01T05:05:49.760693
022-250-004-000,22250004000,,2025,0,77021,CS,022-250-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022250004000/2025/0000,shasta,2026-07-01T05:05:49.760693
022-250-005-000,22250005000,,2025,0,77009,CS,022-250-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022250005000/2025/0000,shasta,2026-07-01T05:05:49.760693
022-250-006-000,22250006000,,2025,0,77021,CS,022-250-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022250006000/2025/0000,shasta,2026-07-01T05:05:49.760693
022-250-007-000,22250007000,,2025,0,77021,CS,022-250-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022250007000/2025/0000,shasta,2026-07-01T05:05:49.760693
022-250-008-000,22250008000,,2025,0,77021,CS,022-250-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022250008000/2025/0000,shasta,2026-07-01T05:05:49.761209
022-300-001-000,22300001000,,2025,0,87001,CS,022-300-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022300001000/2025/0000,shasta,2026-07-01T05:05:50.693035
022-300-002-000,22300002000,,2025,0,87001,CS,022-300-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022300002000/2025/0000,shasta,2026-07-01T05:05:50.693035
022-300-003-000,22300003000,30494 BAKER CREEK RD,2025,0,87001,CS,022-300-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022300003000/2025/0000,shasta,2026-07-01T05:05:50.693035
022-300-004-000,22300004000,,2025,0,87000,CS,022-300-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022300004000/2025/0000,shasta,2026-07-01T05:05:50.693035
022-300-005-000,22300005000,,2025,0,87001,CS,022-300-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022300005000/2025/0000,shasta,2026-07-01T05:05:50.693035
022-300-006-000,22300006000,,2025,0,87001,CS,022-300-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022300006000/2025/0000,shasta,2026-07-01T05:05:50.693035
022-300-007-000,22300007000,,2025,0,87001,CS,022-300-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022300007000/2025/0000,shasta,2026-07-01T05:05:50.693035
022-300-008-000,22300008000,,2025,0,87001,CS,022-300-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022300008000/2025/0000,shasta,2026-07-01T05:05:50.693035
022-300-009-000,22300009000,,2025,0,87001,CS,022-300-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022300009000/2025/0000,shasta,2026-07-01T05:05:50.693035
022-300-010-000,22300010000,,2025,0,87001,CS,022-300-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022300010000/2025/0000,shasta,2026-07-01T05:05:50.693035
022-300-011-000,22300011000,,2025,0,87001,CS,022-300-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022300011000/2025/0000,shasta,2026-07-01T05:05:50.693035
022-300-012-000,22300012000,- SHOT GUN RD,2025,0,87001,CS,022-300-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022300012000/2025/0000,shasta,2026-07-01T05:05:50.693035
022-300-013-000,22300013000,- SHOT GUN RD,2025,0,87001,CS,022-300-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022300013000/2025/0000,shasta,2026-07-01T05:05:50.693035
022-300-014-000,22300014000,,2025,0,87000,CS,022-300-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022300014000/2025/0000,shasta,2026-07-01T05:05:50.693035
022-300-015-000,22300015000,,2025,0,87001,CS,022-300-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/022300015000/2025/0000,shasta,2026-07-01T05:05:50.694030
