asmt,asmt_raw,address,year,roll_year,tra,roll_cat,fee_parcel,detail_url,county,discovered_at,verified_url,verified_at,v_inst1_status,v_inst1_total_due,v_inst1_paid,v_inst1_balance,v_inst2_status,v_inst2_total_due,v_inst2_paid,v_inst2_balance,v_total_due,v_total_paid,v_total_balance,v_delinquent,v_fetch_error,verified_score,confidence
020-500-006-000,20500006000,,2025,0,82025,CS,020-500-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/020500006000/2025/0000,shasta,2026-07-01T05:05:19.680360,https://common2.mptsweb.com/MBC/shasta/tax/main/020500006000/2025/0000,2026-07-01T07:12:47.712855,PAID,"$49,718.57","$49,718.57",$0.00,PAID,"$49,718.57","$49,718.57",$0.00,"$99,437.14","$99,437.14",$0.00,False,,COLD,0.92
021-050-001-000,21050001000,,2025,0,82025,CS,021-050-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021050001000/2025/0000,shasta,2026-07-01T05:05:29.048301,https://common2.mptsweb.com/MBC/shasta/tax/main/021050001000/2025/0000,2026-07-01T07:12:49.036721,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-050-003-000,21050003000,,2025,0,82025,CS,021-050-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021050003000/2025/0000,shasta,2026-07-01T05:05:29.048301,https://common2.mptsweb.com/MBC/shasta/tax/main/021050003000/2025/0000,2026-07-01T07:13:04.248048,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-050-004-000,21050004000,,2025,0,82025,CS,021-050-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021050004000/2025/0000,shasta,2026-07-01T05:05:29.048301,https://common2.mptsweb.com/MBC/shasta/tax/main/021050004000/2025/0000,2026-07-01T07:13:05.082088,PAID,$305.16,$305.16,$0.00,PAID,$305.16,$305.16,$0.00,$610.32,$610.32,$0.00,False,,COLD,0.92
021-050-005-000,21050005000,,2025,0,82025,CS,021-050-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021050005000/2025/0000,shasta,2026-07-01T05:05:29.048301,https://common2.mptsweb.com/MBC/shasta/tax/main/021050005000/2025/0000,2026-07-01T07:13:05.961847,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-050-006-000,21050006000,,2025,0,82025,CS,021-050-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021050006000/2025/0000,shasta,2026-07-01T05:05:29.048301,https://common2.mptsweb.com/MBC/shasta/tax/main/021050006000/2025/0000,2026-07-01T07:13:07.031817,PAID,$230.12,$230.12,$0.00,PAID,$230.12,$230.12,$0.00,$460.24,$460.24,$0.00,False,,COLD,0.92
021-050-007-000,21050007000,,2025,0,82025,CS,021-050-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021050007000/2025/0000,shasta,2026-07-01T05:05:29.048301,https://common2.mptsweb.com/MBC/shasta/tax/main/021050007000/2025/0000,2026-07-01T07:13:07.732127,PAID,$229.42,$229.42,$0.00,PAID,$229.42,$229.42,$0.00,$458.84,$458.84,$0.00,False,,COLD,0.92
021-100-002-000,21100002000,,2025,0,87001,CS,021-100-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100002000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100002000/2025/0000,2026-07-01T07:13:08.956968,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-100-003-000,21100003000,,2025,0,87000,CS,021-100-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100003000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100003000/2025/0000,2026-07-01T07:13:09.743035,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-100-004-000,21100004000,26500 KOSK CREEK RD,2025,0,87001,CS,021-100-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100004000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100004000/2025/0000,2026-07-01T07:13:10.453477,PAID,"$1,491.00","$1,491.00",$0.00,PAID,"$1,355.46","$1,355.46",$0.00,"$2,846.46","$2,846.46",$0.00,False,,COLD,0.92
021-100-005-000,21100005000,,2025,0,87001,CS,021-100-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100005000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100005000/2025/0000,2026-07-01T07:13:11.184577,PAID,"$1,078.35","$1,078.35",$0.00,PAID,"$1,078.35","$1,078.35",$0.00,"$2,156.70","$2,156.70",$0.00,False,,COLD,0.92
021-100-006-000,21100006000,,2025,0,87001,CS,021-100-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100006000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100006000/2025/0000,2026-07-01T07:13:12.236952,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-100-008-000,21100008000,,2025,0,87001,CS,021-100-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100008000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100008000/2025/0000,2026-07-01T07:13:13.099645,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-100-009-000,21100009000,,2025,0,87000,CS,021-100-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100009000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100009000/2025/0000,2026-07-01T07:13:13.733960,PAID,$257.83,$257.83,$0.00,PAID,$257.83,$257.83,$0.00,$515.66,$515.66,$0.00,False,,COLD,0.92
021-100-010-000,21100010000,26470 KOSK CREEK RD,2025,0,87001,CS,021-100-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100010000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100010000/2025/0000,2026-07-01T07:13:14.392598,PAID,"$1,645.23","$1,645.23",$0.00,PAID,"$1,495.67","$1,495.67",$0.00,"$3,140.90","$3,140.90",$0.00,False,,COLD,0.92
021-100-012-000,21100012000,,2025,0,87001,CS,021-100-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100012000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100012000/2025/0000,2026-07-01T07:13:15.120913,PAID,$13.91,$13.91,$0.00,PAID,$13.91,$13.91,$0.00,$27.82,$27.82,$0.00,False,,COLD,0.92
021-100-015-000,21100015000,,2025,0,87001,CS,021-100-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100015000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100015000/2025/0000,2026-07-01T07:13:15.775678,,,,,,,,,,,,False,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",REVIEW,0.0
021-100-016-000,21100016000,,2025,0,87000,CS,021-100-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100016000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100016000/2025/0000,2026-07-01T07:13:16.235605,,,,,,,,,,,,False,"HTTPSConnectionPool(host='common2.mptsweb.com', port=443): Max retries exceeded with url: /MBC/shasta/tax/main/021100016000/2025/0000 (Caused by ConnectTimeoutError(<HTTPSConnection(host='common2.mptsweb.com', port=443) at 0x1d1b42856d0>, 'Connection to common2.mptsweb.com timed out. (connect timeout=20)'))",REVIEW,0.0
021-100-017-000,21100017000,,2025,0,87000,CS,021-100-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100017000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100017000/2025/0000,2026-07-01T07:13:36.317116,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-100-019-000,21100019000,,2025,0,87001,CS,021-100-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100019000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100019000/2025/0000,2026-07-01T07:13:37.957735,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-100-020-000,21100020000,,2025,0,87001,CS,021-100-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100020000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100020000/2025/0000,2026-07-01T07:13:38.640865,PAID,$210.78,$210.78,$0.00,PAID,$210.78,$210.78,$0.00,$421.56,$421.56,$0.00,False,,COLD,0.92
021-100-021-000,21100021000,,2025,0,87001,CS,021-100-021-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100021000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100021000/2025/0000,2026-07-01T07:13:39.319324,PAID,$81.16,$81.16,$0.00,PAID,$123.27,$123.27,$0.00,$204.43,$204.43,$0.00,False,,COLD,0.92
021-100-022-000,21100022000,,2025,0,87001,CS,021-100-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100022000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100022000/2025/0000,2026-07-01T07:13:39.965495,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-100-023-000,21100023000,,2025,0,87001,CS,021-100-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100023000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100023000/2025/0000,2026-07-01T07:13:40.618277,PAID,$13.25,$13.25,$0.00,PAID,$13.25,$13.25,$0.00,$26.50,$26.50,$0.00,False,,COLD,0.92
021-100-025-000,21100025000,30240 BAKER CREEK RD,2025,0,87001,CS,021-100-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100025000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100025000/2025/0000,2026-07-01T07:13:41.275812,PAID,$758.40,$758.40,$0.00,PAID,$792.40,$792.40,$0.00,"$1,550.80","$1,550.80",$0.00,False,,COLD,0.92
910-804-903-000,910804903000,30240 BAKER CREEK RD,2025,0,87001,CS,021-100-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910804903000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/910804903000/2025/0000,2026-07-01T07:13:41.907270,PAID,$37.52,$37.52,$0.00,PAID,$37.52,$37.52,$0.00,$75.04,$75.04,$0.00,False,,COLD,0.92
021-100-026-000,21100026000,30345 BAKER CREEK RD,2025,0,87001,CS,021-100-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100026000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100026000/2025/0000,2026-07-01T07:13:42.534842,PAID,$791.16,$791.16,$0.00,PAID,$825.16,$825.16,$0.00,"$1,616.32","$1,616.32",$0.00,False,,COLD,0.92
021-100-027-000,21100027000,30387 BAKER CREEK RD,2025,0,87001,CS,021-100-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100027000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100027000/2025/0000,2026-07-01T07:13:43.182994,PAID,$378.77,$378.77,$0.00,PAID,$378.77,$378.77,$0.00,$757.54,$757.54,$0.00,False,,COLD,0.92
021-100-028-000,21100028000,,2025,0,87001,CS,021-100-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100028000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100028000/2025/0000,2026-07-01T07:13:43.805795,LATE,$9.16,$0.00,$9.16,LATE,$43.16,$0.00,$43.16,$52.32,$0.00,$52.32,True,,HOT,0.85
021-100-029-000,21100029000,,2025,0,87001,CS,021-100-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100029000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100029000/2025/0000,2026-07-01T07:13:44.444268,PAID,$8.53,$8.53,$0.00,PAID,$7.76,$7.76,$0.00,$16.29,$16.29,$0.00,False,,COLD,0.92
021-100-030-000,21100030000,,2025,0,87001,CS,021-100-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100030000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100030000/2025/0000,2026-07-01T07:13:45.108319,PAID,$897.79,$897.79,$0.00,PAID,$897.79,$897.79,$0.00,"$1,795.58","$1,795.58",$0.00,False,,COLD,0.92
021-100-031-000,21100031000,,2025,0,87001,CS,021-100-031-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021100031000/2025/0000,shasta,2026-07-01T05:05:29.902928,https://common2.mptsweb.com/MBC/shasta/tax/main/021100031000/2025/0000,2026-07-01T07:13:45.775699,PAID,$65.25,$65.25,$0.00,PAID,$65.25,$65.25,$0.00,$130.50,$130.50,$0.00,False,,COLD,0.92
021-150-001-000,21150001000,,2025,0,82025,CS,021-150-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021150001000/2025/0000,shasta,2026-07-01T05:05:30.761416,https://common2.mptsweb.com/MBC/shasta/tax/main/021150001000/2025/0000,2026-07-01T07:13:46.419379,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-150-002-000,21150002000,,2025,0,82025,CS,021-150-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021150002000/2025/0000,shasta,2026-07-01T05:05:30.761416,https://common2.mptsweb.com/MBC/shasta/tax/main/021150002000/2025/0000,2026-07-01T07:13:47.088251,PAID,$260.42,$260.42,$0.00,PAID,$260.42,$260.42,$0.00,$520.84,$520.84,$0.00,False,,COLD,0.92
021-150-003-000,21150003000,,2025,0,82025,CS,021-150-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021150003000/2025/0000,shasta,2026-07-01T05:05:30.761416,https://common2.mptsweb.com/MBC/shasta/tax/main/021150003000/2025/0000,2026-07-01T07:13:47.762507,PAID,$113.26,$113.26,$0.00,PAID,$113.26,$113.26,$0.00,$226.52,$226.52,$0.00,False,,COLD,0.92
021-150-004-000,21150004000,,2025,0,82025,CS,021-150-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021150004000/2025/0000,shasta,2026-07-01T05:05:30.761416,https://common2.mptsweb.com/MBC/shasta/tax/main/021150004000/2025/0000,2026-07-01T07:13:48.441305,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-150-005-000,21150005000,,2025,0,82025,CS,021-150-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021150005000/2025/0000,shasta,2026-07-01T05:05:30.761416,https://common2.mptsweb.com/MBC/shasta/tax/main/021150005000/2025/0000,2026-07-01T07:13:49.280371,PAID,$283.87,$283.87,$0.00,PAID,$283.87,$283.87,$0.00,$567.74,$567.74,$0.00,False,,COLD,0.92
021-150-006-000,21150006000,,2025,0,82025,CS,021-150-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021150006000/2025/0000,shasta,2026-07-01T05:05:30.761416,https://common2.mptsweb.com/MBC/shasta/tax/main/021150006000/2025/0000,2026-07-01T07:13:50.036427,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-150-007-000,21150007000,,2025,0,82025,CS,021-150-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021150007000/2025/0000,shasta,2026-07-01T05:05:30.761416,https://common2.mptsweb.com/MBC/shasta/tax/main/021150007000/2025/0000,2026-07-01T07:13:50.713769,PAID,$228.13,$228.13,$0.00,PAID,$228.13,$228.13,$0.00,$456.26,$456.26,$0.00,False,,COLD,0.92
021-200-001-000,21200001000,,2025,0,87001,CS,021-200-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200001000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200001000/2025/0000,2026-07-01T07:13:51.346392,PAID,$22.27,$22.27,$0.00,PAID,$22.27,$22.27,$0.00,$44.54,$44.54,$0.00,False,,COLD,0.92
021-200-007-000,21200007000,,2025,0,87001,CS,021-200-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200007000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200007000/2025/0000,2026-07-01T07:13:52.048136,PAID,$511.76,$511.76,$0.00,PAID,$511.76,$511.76,$0.00,"$1,023.52","$1,023.52",$0.00,False,,COLD,0.92
021-200-008-000,21200008000,,2025,0,87001,CS,021-200-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200008000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200008000/2025/0000,2026-07-01T07:13:52.680816,PAID,$60.12,$60.12,$0.00,PAID,$60.12,$60.12,$0.00,$120.24,$120.24,$0.00,False,,COLD,0.92
021-200-009-000,21200009000,,2025,0,87001,CS,021-200-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200009000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200009000/2025/0000,2026-07-01T07:13:53.355196,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-200-010-000,21200010000,,2025,0,87001,CS,021-200-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200010000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200010000/2025/0000,2026-07-01T07:13:54.033858,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-200-011-000,21200011000,,2025,0,87001,CS,021-200-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200011000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200011000/2025/0000,2026-07-01T07:13:54.699954,LATE,$386.19,$0.00,$386.19,LATE,$407.19,$0.00,$407.19,$793.38,$0.00,$793.38,True,,HOT,0.95
021-200-012-000,21200012000,,2025,0,87001,CS,021-200-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200012000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200012000/2025/0000,2026-07-01T07:13:55.442390,PAID,$34.56,$34.56,$0.00,PAID,$34.56,$34.56,$0.00,$69.12,$69.12,$0.00,False,,COLD,0.92
021-200-015-000,21200015000,,2025,0,87001,CS,021-200-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200015000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200015000/2025/0000,2026-07-01T07:13:56.094481,PAID,$58.37,$58.37,$0.00,PAID,$58.37,$58.37,$0.00,$116.74,$116.74,$0.00,False,,COLD,0.92
021-200-016-000,21200016000,,2025,0,87001,CS,021-200-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200016000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200016000/2025/0000,2026-07-01T07:13:56.763982,,,,,,,,,,,,False,"('Connection broken: IncompleteRead(16091 bytes read, 31406 more expected)', IncompleteRead(16091 bytes read, 31406 more expected))",REVIEW,0.0
021-200-017-000,21200017000,,2025,0,87001,CS,021-200-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200017000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200017000/2025/0000,2026-07-01T07:13:57.365856,PAID,$50.63,$50.63,$0.00,PAID,$50.63,$50.63,$0.00,$101.26,$101.26,$0.00,False,,COLD,0.92
021-200-018-000,21200018000,,2025,0,87001,CS,021-200-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200018000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200018000/2025/0000,2026-07-01T07:13:58.917884,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-200-020-000,21200020000,,2025,0,87001,CS,021-200-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200020000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200020000/2025/0000,2026-07-01T07:13:59.520497,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-200-021-000,21200021000,,2025,0,87001,CS,021-200-021-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200021000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200021000/2025/0000,2026-07-01T07:14:00.112129,PAID,$71.32,$71.32,$0.00,PAID,$71.32,$71.32,$0.00,$142.64,$142.64,$0.00,False,,COLD,0.92
021-200-023-000,21200023000,,2025,0,87001,CS,021-200-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200023000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200023000/2025/0000,2026-07-01T07:14:00.708012,PAID,$140.26,$140.26,$0.00,PAID,$140.26,$140.26,$0.00,$280.52,$280.52,$0.00,False,,COLD,0.92
021-200-026-000,21200026000,,2025,0,87001,CS,021-200-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200026000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200026000/2025/0000,2026-07-01T07:14:01.313163,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
021-200-027-000,21200027000,,2025,0,87001,CS,021-200-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200027000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200027000/2025/0000,2026-07-01T07:14:01.913474,PAID,$113.79,$113.79,$0.00,PAID,$113.79,$113.79,$0.00,$227.58,$227.58,$0.00,False,,COLD,0.92
021-200-045-000,21200045000,30100 PIT 5 RD,2025,0,87001,CS,021-200-045-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200045000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200045000/2025/0000,2026-07-01T07:14:02.502780,PAID,$476.55,$476.55,$0.00,PAID,$476.55,$476.55,$0.00,$953.10,$953.10,$0.00,False,,COLD,0.92
990-179-822-000,990179822000,30100 PIT 5 RD,2025,0,87001,SS,021-200-045-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990179822000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/990179822000/2025/0000,2026-07-01T07:14:03.103316,,,,,,,,,,,,False,,COLD,0.92
021-200-069-000,21200069000,,2025,0,87001,CS,021-200-069-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200069000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200069000/2025/0000,2026-07-01T07:14:03.661777,LATE,$292.00,$0.00,$292.00,LATE,$313.00,$0.00,$313.00,$605.00,$0.00,$605.00,True,,HOT,0.95
021-200-070-000,21200070000,,2025,0,87001,CS,021-200-070-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200070000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200070000/2025/0000,2026-07-01T07:14:04.364997,LATE,$236.39,$0.00,$236.39,LATE,$257.39,$0.00,$257.39,$493.78,$0.00,$493.78,True,,HOT,0.85
021-200-071-000,21200071000,,2025,0,87000,CS,021-200-071-000,https://common2.mptsweb.com/MBC/shasta/tax/main/021200071000/2025/0000,shasta,2026-07-01T05:05:31.650181,https://common2.mptsweb.com/MBC/shasta/tax/main/021200071000/2025/0000,2026-07-01T07:14:05.063451,PAID,$15.15,$15.15,$0.00,PAID,$15.15,$15.15,$0.00,$30.30,$30.30,$0.00,False,,COLD,0.92
